id,eqn,stdev,etoh_pdc,ppoh,btoh,ibutoh,ptoh,btd,pyr,lac__D,ac,adpac,etylace,ppylace,ibutylace,etylbte,ppylbte,btylbte,ibutylbte,etylpte,ibutylpte,ptylpte
Htex,h_e  <=> h_p ,1.28573159492356,-0.413175817409929,-2.28720767329485,-0.413174393670661,-0.125256390165331,-0.839567307436933,-1.08480806559766,-2.97001252112736,-1.99769767064334,-5.6008410474576,-2.19350636879193,-1.99852249701464,-2.39940915349213,-1.99186705972682,-1.47587503597091,-0.346489097055497,-1.18413371038052,-1.0413924828857,-0.346485171807682,-0.284209535881615,-0.81117630030109
EX_h_e,h_e  <=> ,1.28573159492356,0.41317581740993,2.28720767329485,0.413174393670661,0.125256390165338,0.839567307436933,1.08480806559767,2.97001252112736,1.99769767064334,5.6008410474576,2.19350636879193,1.99852249701464,2.39940915349213,1.99186705972682,1.47587503597091,0.346489097055497,1.18413371038052,1.0413924828857,0.346485171807685,0.284209535881637,0.811176300301098
EX_co2_e,co2_e  <=> ,0.937260440470708,1.6483056254354,0.403392537054045,1.64830656001604,1.86757494717953,1.41516708426095,1.020274141302,-0.954741328124883,-0.0082967818992732,-1.80966749591302,0.237114941801021,-0.00532439865067138,0.0323188997928211,0.142327276120424,0.550563693636618,1.35478732771928,0.844350252959951,0.953809924854392,1.35478966619484,1.47698114320258,1.21940155665554
CO2tex,co2_e  <=> co2_p ,0.937260440470706,-1.6483056254354,-0.403392537054042,-1.64830656001604,-1.86757494717953,-1.41516708426095,-1.020274141302,0.954741328124884,0.00829678189927336,1.80966749591302,-0.237114941801021,0.00532439865067162,-0.0323188997928206,-0.142327276120424,-0.550563693636617,-1.35478732771928,-0.844350252959951,-0.953809924854392,-1.35478966619483,-1.47698114320256,-1.21940155665553
CO2tpp,co2_p  <=> co2_c ,0.937260440461867,-1.64830562541342,-0.403392537016695,-1.64830656000155,-1.86757494708266,-1.41516708426095,-1.02027414128556,0.954741328127039,0.00829678190356221,1.80966749591302,-0.237114941799833,0.0053243986542324,-0.0323188997915412,-0.142327276110906,-0.550563693633686,-1.35478732771928,-0.844350252952497,-0.953809924853348,-1.35478966619373,-1.47698114317694,-1.21940155665135
PFL,pyr_c + coa_c  -> accoa_c + for_c ,0.896448250051608,0.247280600008451,1.10078350310199,0.247279645300349,0.0364420353327661,0.159317417405021,0.0595491288135308,0.0253440861412916,0.0538806918158169,3.65839675619633,0.36466569450631,1.91425215853491,1.42544899840592,0.38148013907513,1.36893879006677,0.22690236112553,1.06892514587149,0.981953998422794,0.226899743650258,0.185521142550519,0.115358091272156
FORtex,for_e  <=> for_p ,0.896141981357946,-0.247309483349332,-1.09951309017682,-0.247308528685499,-0.0356229359557123,-0.159327473974471,-0.0595591853150261,-0.0247744318439095,-0.0526696255510669,-3.65712805068152,-0.364676598946304,-1.91347496567211,-1.42467186476174,-0.380892858316496,-1.36795255827636,-0.226912374603218,-1.06786262169957,-0.981405820184401,-0.226909757123967,-0.185535955498106,-0.115369552395112
EX_for_e,for_e  -> ,0.896141981357945,0.247309483349332,1.09951309017682,0.247308528685499,0.0356229359557186,0.159327473974471,0.0595591853150272,0.0247744318439098,0.0526696255510671,3.65712805068152,0.364676598946304,1.91347496567211,1.42467186476174,0.380892858316496,1.36795255827636,0.226912374603218,1.06786262169957,0.981405820184401,0.22690975712397,0.185535955498129,0.11536955239512
FORtppi,for_c  -> for_p ,0.896141981337237,0.247309483409303,1.09951309028782,0.24730852872352,0.0356229363886877,0.159327473974471,0.0595591853614861,0.0247744318522629,0.0526696255664322,3.65712805068152,0.364676598949716,1.91347496568394,1.42467186476794,0.38089285835315,1.36795255828489,0.226912374603218,1.0678626217201,0.9814058201887,0.226909757127173,0.185535955573058,0.115369552407398
H2Otpp,h2o_p  <=> h2o_c ,0.71500090760645,-0.218529808430962,-0.0940375111427758,-1.09500384689957,-1.13833970611995,-0.928983655587659,-0.434322623070321,-1.09114601809048,-0.298288657515158,1.4884904885217,-1.17440143958027,-0.191424550151317,-0.221578119237184,-1.06435363870671,-0.800231540691217,-1.46256929504993,-1.11333177540161,-1.09258306319127,-1.46257165142367,-1.63642438324528,-1.34276574082226
EX_h2o_e,h2o_e  <=> ,0.715000907487315,0.21852980773289,0.0940375096793624,1.09500384647217,1.13833970015168,0.928983655587659,0.434322622544252,1.09114601798386,0.29828865732208,-1.4884904885217,1.17440143953996,0.191424549973056,0.221578119147011,1.06435363821574,0.800231540570903,1.46256929504993,1.11333177512854,1.09258306312532,1.46257165139854,1.63642438248036,1.34276574070739
H2Otex,h2o_e  <=> h2o_p ,0.715000907487314,-0.21852980773289,-0.0940375096793597,-1.09500384647217,-1.13833970015167,-0.928983655587659,-0.434322622544251,-1.09114601798386,-0.29828865732208,1.4884904885217,-1.17440143953996,-0.191424549973055,-0.22157811914701,-1.06435363821574,-0.800231540570903,-1.46256929504993,-1.11333177512854,-1.09258306312532,-1.46257165139853,-1.63642438248034,-1.34276574070738
ATPS4rpp,4 h_p + adp_c + pi_c  <=> 3 h_c + atp_c + h2o_c ,0.528022886326009,-0.0928970681107687,0.155206077533345,-0.0928968350014233,-0.540828263017674,0.394103479901864,0.344219539541631,0.215570934645937,-0.0426425907299117,-1.91089213708793,0.100920628719736,-0.497284224065773,-0.0122794065485769,0.0838219957054227,-0.365991255347032,0.369293254008058,-0.2928255919818,-0.258693131780823,0.369294214827067,0.269717937765268,0.432775402174596
PDH,nad_c + pyr_c + coa_c  -> accoa_c + nadh_c + co2_c ,0.52096104796028,0.474772884061505,0.028850491259527,1.58863351764561,1.96486697792547e-10,1.09503806917676,1.14492228776152,7.41104029283694e-12,1.91869536669797e-11,1.32825813819497e-30,0.622225634149953,3.81926420118091e-11,2.65701435115838e-12,2.95265765485135e-11,0.133168219174888,1.04006645535309,0.794954824437111,2.58193581922567e-12,0.49877581565038,0.32804512434513,1.19085064472044
